#          name  xid     coordra    coorddec    fluxsoft     fluxmed    fluxhard flagcat       hr       chid	flagnew       id    idnew        r        i     knew     ch1new     ch2new     ch3new     ch4new       flux24	zspec  class flagredshift       zphot
#	#	#
XMMC_150.57777+2.69405  423 150.5779100   2.6942140    1.70e-15    1.43e-14    1.08e-14     1     0.25      -99 	    1  2577617  1602007    23.92    22.58    20.74      26.07      27.64      33.87      59.70       0.21 	 -99.000    -99    -99     0.77  
XMMC_149.93479+1.94546  425 149.9346900   1.9455470    2.54e-15    7.79e-15   -7.06e-15     1    -0.24      228 	    1   924187   571287    21.69    22.04    21.30      12.12      13.88      26.55      34.75       0.12 	 -99.000    -99    -99     2.64  
XMMC_150.48637+2.88671  426 150.4866000   2.8867740    6.24e-15   -3.03e-14   -3.76e-14     1    -0.59      -99 	    1  2969867  1843882    20.86    19.97    18.86     129.03     119.03     134.40     136.79       0.64 	   0.624      2      2     0.72  
XMMC_150.05941+2.21984  427 150.0591400   2.2199690    1.86e-15   -7.31e-15   -7.44e-15     1    -0.44     1139 	    1  1656179  1030181    22.94    21.53    20.06      68.95      62.53      53.48      67.81       0.32 	   1.141      2      3     1.13  
XMMC_150.24212+1.85910  428 150.2422300   1.8595210    2.97e-15    6.94e-15   -3.94e-15     1    -0.37      280 	    1   865760   534525    25.57    24.64    21.52      16.53      19.71      19.09      10.49     -99.00 	 -99.000    -99    -99     2.01  
XMMC_149.95949+2.35609  430 149.9591900   2.3563910    2.19e-15   -6.97e-15   -6.02e-15     1    -0.37      497 	    1  2024146  1261252    23.06    22.05    20.37      29.49      24.47      24.07      26.28       0.33 	   0.889      2      7     0.81  
XMMC_149.91858+2.15383  431 149.9185000   2.1536870    1.38e-15   -8.33e-15   -5.59e-15     1    -1.00      834 	    1  1672539  1040290    24.54    24.23    22.39       6.13       7.02       6.92      10.65     -99.00 	 -99.000    -99    -99     1.77  
XMMC_150.55112+2.43713  434 150.5510900   2.4372830    2.55e-15   -1.09e-14   -1.35e-14     1    -1.00     1757 	    1  1888525  1177672    23.71    22.53    21.11      17.59      15.38      17.18      17.22       0.07 	   0.893      2      3     0.78  
XMMC_150.32724+2.60493  435 150.3276000   2.6046400    1.32e-15   -3.14e-14   -2.45e-14     1    -1.00      -99 	    1  2283411  1421955    23.40    22.98    22.09       6.28       7.01       4.44       4.32       0.06 	 -99.000    -99    -99     2.08  
XMMC_150.30259+2.16106  436 150.3025900   2.1611330    6.17e-15    9.22e-15   -1.26e-14     1    -0.54      925 	    1  1590743   988047    20.55    20.11    20.14      46.44      64.72     100.36     146.93       0.56 	   1.817      1      2     1.79  
XMMC_150.36687+2.78870  438 150.3664700   2.7893700    1.47e-15   -2.09e-14   -1.40e-14     1    -0.19      -99 	   10  2635501  1637615    24.75    24.29    21.64       9.84      11.01      14.16      14.33       0.08 	 -99.000    -99    -99     2.57  
XMMC_150.30900+2.76867  440 150.3089600   2.7689030    2.01e-15   -1.86e-14   -1.81e-14     1    -0.46      -99 	    1  2640010  1640735    25.35    24.52    21.87      18.66      24.93      27.27      30.29       0.21 	 -99.000    -99    -99     1.80  
XMMC_150.37874+2.73457  442 150.3786000   2.7350780    1.30e-15    6.90e-15   -2.66e-14     1     0.03      -99 	    1  2648289  1645954    24.65    22.99    20.69      40.22      46.65      55.09      81.88       0.51 	   0.922      2      4     0.84  
XMMC_150.37047+2.48375  446 150.3706207   2.4828930    1.25e-15   -2.42e-14   -2.41e-14     1    -1.00      -99 	    1  2311357  1438988    25.86    25.28    22.32       5.83       8.06      11.93      24.90       0.09 	 -99.000    -99    -99     2.62  
XMMC_150.32882+2.38028  447 150.3287900   2.3805170    1.33e-15    6.69e-15   -2.39e-14     1     0.01       98 	    1  1941097  1208063    24.89    24.03    21.33      16.24      21.62      36.89      37.26       0.13 	   3.525      1      7     1.67  
XMMC_149.87468+2.03094  448 149.8744200   2.0310350    2.57e-15    9.17e-15   -4.66e-15     1    -0.18      215 	    1  1336500   830442    23.98    23.34    20.84      27.50      27.09      22.81      28.92       0.11 	 -99.000    -99    -99     1.85  
XMMC_150.26370+1.94720  449 150.2640200   1.9473380    2.55e-15   -6.89e-15   -1.19e-15     1    -1.00      371 	    1   846424   521369    25.32    24.77    22.05       6.47       7.99      13.20      11.64     -99.00 	   2.134      1      6     1.72  
XMMC_150.48293+2.71576  450 150.4829400   2.7152640    2.43e-15    1.06e-14   -2.17e-14     1    -0.08      -99 	    1  2613405  1624198    23.24    22.09    22.46       3.65       4.74       1.00      13.16       0.11 	 -99.000    -99    -99     0.14  
XMMC_150.11608+2.42512  451 150.1166600   2.4247790    1.13e-15   -1.06e-14   -1.25e-14     1    -1.00      992 	    1  1968838  1226741    99.00    28.03   -99.00       0.85       1.38       0.33    -100.00     -99.00 	 -99.000    -99    -99     2.65  
XMMC_150.19482+2.04248  452 150.1945500   2.0426190    1.29e-15   -5.80e-15   -6.83e-15     1    -1.00      843 	    1  1254669   777817    20.24    18.32    17.11     265.85     180.38     124.10      66.60     -99.00 	   0.000    -99      5     0.00  
XMMC_150.15884+2.80832  453 150.1588000   2.8085130    5.31e-15    7.50e-15   -1.43e-14     1    -0.55      -99 	    1  3059108  1900976    24.26    23.07    21.00      24.82      39.13      66.91     126.18       0.42 	 -99.000    -99    -99     2.83  
XMMC_149.79354+2.11129  454 149.7929382   2.1115079    1.18e-15   -4.47e-15   -6.54e-15     1    -1.00      315 	    1  1317318   818118    25.63    25.12    22.02       8.94      11.37       8.34      12.75     -99.00 	 -99.000    -99    -99     2.98  
XMMC_150.11265+2.16490  456 150.1129400   2.1648980    1.85e-15   -7.29e-15   -7.62e-15     1    -1.00      470 	    1  1630453  1013588    24.19    23.09    21.47      16.78      22.49      33.88      33.48       0.15 	 -99.000    -99    -99     1.93  
XMMC_150.29133+2.29079  458 150.2912500   2.2909900    1.69e-15   -1.15e-14   -1.26e-14     1    -0.39       32 	    1  1561180   969205    24.12    23.25    21.51      11.67      17.65      33.36      61.78       0.29 	 -99.000    -99    -99     1.71  
XMMC_150.16501+1.80600  459 150.1653200   1.8060280    3.18e-15    7.77e-15   -6.87e-15     1    -0.35      736 	    1   917246   567280    23.29    21.98    20.31      57.04      52.49      63.55      75.11       1.13 	 -99.000    -99    -99     0.83  
XMMC_149.82382+2.22786  460 149.8236000   2.2283130    1.39e-15    7.45e-15   -4.97e-15     1     0.05      410 	    1  1693805  1053459    22.52    22.17    22.17       6.75       8.62       8.79      15.04       0.09 	   1.202      1      5     2.99  
XMMC_149.73388+2.07629  462 149.7338000   2.0763490    2.46e-15   -5.20e-15   -2.18e-15     1    -1.00      161 	    1  1324472   823527    22.76    21.77    21.44      17.81      16.55      19.26      16.46       0.08 	   2.047      1      3     2.06  
XMMC_149.99855+2.07681  463 149.9987500   2.0769010    9.10e-16   -1.51e-15   -2.41e-15     0    -1.00     1080 	    1  1285893   798641    25.93    24.97    21.36      15.10      18.95      21.40      11.79     -99.00 	 -99.000    -99    -99     1.87  
XMMC_149.84883+2.42311  465 149.8488600   2.4229290    1.26e-15   -9.02e-15   -5.21e-15     1    -1.00      505 	    1  2046147  1275514    20.82    19.73    19.07      56.65      53.38      39.80      91.23       0.35 	   0.363      3      3     0.34  
XMMC_149.88547+2.51047  467 149.8855000   2.5106070    5.35e-15    1.14e-14   -1.09e-14     1    -0.40      559 	    1  2420093  1507673    24.27    23.37    21.60      12.47      12.79      16.68      21.19       0.11 	 -99.000    -99    -99     1.01  
XMMC_150.09758+2.02102  469 150.0968500   2.0215000    1.08e-15   -3.73e-15   -2.20e-15     1    -1.00     1505 	    1  1259457   780598    24.77    24.42    22.28       5.58       6.50      12.10       3.25     -99.00 	 -99.000    -99    -99     3.23  
XMMC_150.03352+2.45894  470 150.0328700   2.4586200    9.08e-16    8.72e-15   -6.95e-15     1     0.31      659 	    1  2001102  1271356    26.73    26.31    22.31       6.31       7.42       8.43      11.91       0.15 	 -99.000    -99    -99     2.07  
XMMC_150.19187+2.82874  471 150.1919500   2.8291570    4.19e-15    1.00e-14   -1.56e-14     1    -0.35      -99 	    1  3054129  1897778    24.72    23.73    21.49      14.05      19.12      18.50      22.49       0.09 	 -99.000    -99    -99     1.57  
XMMC_150.34989+2.82689  472 150.3502400   2.8268730    1.55e-15   -3.61e-14   -3.96e-14     1     0.14      -99 	    1  3017710  1874867    22.46    20.54    19.02     106.68      72.54      63.84      34.89       0.09 	   0.825      2      4     0.78  
XMMC_150.02693+2.43476  473 150.0272600   2.4347220   -9.94e-16    7.32e-15   -6.15e-15     1     1.00      987 	    1  2005401  1249074    25.84    24.98    23.77       4.99       5.84       2.85       4.78       0.08 	 -99.000    -99    -99     1.89  
XMMC_150.36626+2.39951  477 150.3660900   2.3995150    3.04e-15   -1.60e-14   -1.64e-14     1    -1.00     1256 	    1  1936832  1204942    22.99    21.84    20.38      39.37      38.36      33.89      33.79       0.07 	   0.988      2      5     0.94  
XMMC_150.42611+2.60897  480 150.4259400   2.6093190    1.98e-15   -2.11e-14   -2.60e-14     1    -1.00      -99 	    1  2242255  1397189    24.35    22.98    20.47      35.31      30.08      24.98      18.39     -99.00 	 -99.000    -99    -99     1.16  
XMMC_150.27039+2.81945  483 150.2703400   2.8204440    2.37e-15   -1.75e-14   -1.75e-14     1    -0.42      -99 	   10  3019308  1875903    20.85    20.14    19.84      34.48      32.72      27.24      64.38       0.25 	   0.346      3      5     0.27  
XMMC_149.98867+1.93235  484 149.9887400   1.9324300    1.45e-15   -4.80e-15   -5.22e-15     1    -1.00      231 	    1   926820   573862    22.49    22.25    21.70      10.00      13.25      22.27      25.04       0.17 	   2.387      1      5     2.42  
XMMC_149.92008+2.51436  486 149.9202200   2.5142440    1.80e-15   -2.83e-14   -9.27e-15     1    -1.00      562 	    1  2380659  1482496    23.03    21.74    20.35      20.99      14.53      16.31      11.32     -99.00 	   0.698      2      5     0.60  
XMMC_149.84944+2.38356  491 149.8494000   2.3839490    1.08e-15   -6.11e-15   -1.81e-15     1    -0.23      881 	    1  2057915  1281804    25.00    23.84    21.44      12.98      12.23      13.15       9.06     -99.00 	 -99.000    -99    -99     1.29  
XMMC_150.34252+2.39269  492 150.3418400   2.3927880    2.18e-15   -2.75e-14   -2.09e-14     1    -1.00      101 	    1  1938431  1206368    25.83    24.84    21.74      12.59      14.58      13.89       7.38     -99.00 	 -99.000    -99    -99     1.47  
XMMC_149.66383+2.08512  496 149.6635900   2.0852100    8.33e-15    1.20e-14   -1.65e-14     1    -0.55      192 	    1  1364137   846705    20.86    20.65    20.04      54.52      73.51      87.78     126.26       0.49 	   1.220      1      5     1.26  
XMMC_149.90792+2.16905  497 149.9072600   2.1691400    1.43e-15   -7.89e-15   -1.03e-14     1    -1.00     1130 	    1  1667993  1037598    22.54    21.25    20.00      40.58      28.68      25.37      21.48       0.13 	   0.786      2      5     0.80  
XMMC_150.31649+2.24669  498 150.3164700   2.2467780    3.08e-15   -1.07e-14   -1.02e-14     1    -0.58      933 	    1  1571025   975313    21.91    21.66    20.17      23.22      26.29      39.13      64.28       0.20 	   2.490      1      5     2.47  
XMMC_149.87949+2.22567  504 149.8792000   2.2258350    1.48e-15   -1.29e-15   -3.31e-15     1    -1.00     1118 	    1  1694357  1054048    23.23    22.72    22.38       4.72       4.30       4.81       3.71     -99.00 	   3.651      1      5     3.65  
XMMC_150.30746+2.36813  507 150.3079600   2.3679960   -1.63e-15    6.30e-15   -1.78e-14     1     1.00      968 	    1  1943926  1210039    23.94    22.32    20.21      33.60      25.14      19.12      20.63       0.12 	   0.879      2      3     0.70  
XMMC_150.15489+2.43670  511 150.1543400   2.4373590    1.41e-15   -6.29e-15   -9.17e-15     1    -1.00      989 	    1  1965023  1224382   -99.00    16.11    15.86     582.00     357.24     239.86     142.52     -99.00 	   0.000    -99      4     0.00  
XMMC_149.84819+2.37448  512 149.8481300   2.3742820    2.10e-15   -5.42e-15   -4.88e-15     1    -1.00      504 	    1  2060046  1282993    21.14    21.00    20.74      18.08      23.66      35.05      60.45       0.23 	   2.727      1      5     2.73  
XMMC_150.03669+2.25722  515 150.0368672   2.2577541    7.54e-16    5.47e-15   -4.04e-15     1     0.18     1143 	    1      -99      -99   -99.00   -25.50    22.76     -99.00     -99.00     -99.00     -99.00       0.13 	 -99.000    -99    -99   -99.00  
XMMC_150.32163+2.27495  516 150.3214700   2.2752250    2.48e-15   -1.14e-14   -1.19e-14     1    -1.00      -99 	   10  1564806   971092    23.27    22.24    20.84      26.08      20.46      17.94      20.63       0.36 	 -99.000    -99    -99     0.93  
XMMC_150.55597+2.56433  524 150.5558800   2.5643590    4.70e-15    8.77e-15   -1.88e-14     1    -0.46      -99 	    1  2253189  1403447    22.38    21.87    20.43      49.77      66.61      87.64     126.50       0.39 	   1.143      1      3     1.18  
XMMC_149.92275+1.97913  525 149.9225400   1.9792480    2.88e-15   -3.56e-15   -3.25e-15     1    -0.49      202 	    1  1308760   812817    22.57    22.31    21.45      10.12      12.80      17.81      20.56       0.13 	   1.389      1      5     2.49  
XMMC_150.21466+2.79467  530 150.2146800   2.7943320    1.17e-15   -1.36e-14   -1.61e-14     1    -1.00      -99 	    1  3062447  1903108    24.20    23.65    22.72       6.86      10.00      13.30      34.92       0.15 	 -99.000    -99    -99     0.21  
XMMC_150.31787+2.05501  531 150.3181000   2.0551710    2.42e-15    1.33e-14   -8.61e-15     1     0.05       55 	    1  1212746   751436    23.97    23.32    22.14       8.60      11.67      20.48      31.74       0.23 	   0.825      2      7     1.77  
XMMC_150.08336+2.30448  537 150.0829900   2.3048620    1.08e-15   -1.26e-14   -1.11e-14     1    -1.00      778 	    1  1997596  1244150    21.77    20.73    19.54      27.57      23.52      17.50      14.49       0.07 	   0.361      3      5     0.35  
XMMC_150.53695+2.68460  540 150.5364600   2.6842550    1.70e-15    6.66e-15   -1.90e-14     1    -0.13      -99 	    1  2620430  1628585    24.15    23.23    20.91      22.48      20.56      22.94      18.46       0.11 	 -99.000    -99    -99     1.07  
XMMC_150.37819+2.41179  546 150.3772700   2.4121380    1.51e-15   -1.42e-14   -1.86e-14     1    -1.00     1803 	   10  1934533  1203107    20.21    19.28    18.24     180.12     153.15     102.34      70.18     -99.00 	 -99.000    -99    -99     0.34  
XMMC_150.40133+2.44495  550 150.4019300   2.4450530    2.23e-15   -1.77e-14   -1.55e-14     1    -1.00     1811 	    1  1885152  1174670    17.94    16.25    16.54     510.41     360.61     237.57     183.16       0.12 	   0.123      3      1     0.12  
XMMC_150.23159+1.87431  563 150.2316800   1.8748990    1.08e-15   -6.86e-15   -6.35e-15     1    -1.00      279 	    1   862263   532240    24.52    24.09    21.39      15.91      17.37      13.44      18.50       0.12 	   1.761      2      6     2.01  
XMMC_150.40644+2.92981  564 150.4056396   2.9295862    4.88e-15   -5.41e-14   -5.12e-14     1    -0.29      -99 	    1  2960477  1837808    22.76    21.32    19.63     100.65      78.04      77.64      60.10       0.65 	 -99.000    -99    -99     0.79  
XMMC_150.03040+2.67889  567 150.0306200   2.6787930    3.52e-15    7.20e-15   -6.25e-15     1    -0.42      621 	    1  2742332  1703046    22.00    21.65    20.36      38.71      44.61      52.35      47.66       0.19 	   1.943      1      5     1.95  
XMMC_149.87094+2.41716  569 149.8706900   2.4173030    1.79e-15    6.01e-15   -5.63e-15     1    -0.19      508 	    1  2048298  1276612    22.78    22.12    21.13      19.38      26.67      30.14      52.52       0.23 	   1.528      1      5     1.54  
XMMC_149.86981+2.29391 1151 149.8696600   2.2940470    3.41e-15    1.47e-14    1.17e-14     1    -0.08      413 	    1  2039436  1271385    22.29    21.77    20.31      25.03      32.62      52.44     115.81       0.88 	   3.345      1      5     3.40  
