#          name  xid     coordra    coorddec    fluxsoft     fluxmed    fluxhard flagcat       hr       chid	flagnew       id    idnew        r        i     knew     ch1new     ch2new     ch3new     ch4new       flux24	zspec  class flagredshift       zphot
#	#	#
XMMC_150.25456+1.72023 60185 150.2545400   1.7206890   -4.36e-16    5.21e-15   -3.73e-15     1     1.00      674 	    1   496666   312356    22.77    21.69    20.41      27.93      35.51      46.95      76.58       0.42 	   0.529      2      3     0.57  
XMMC_150.73195+1.51590 60186 150.7325400   1.5161260    2.98e-15   -1.26e-16   -1.60e-16     1    -1.00      -99 	    1    46132    38736    22.97    22.11    20.13      63.90      55.76      70.68     110.68       0.90 	 -99.000    -99    -99     3.39  
XMMC_150.68099+1.71668 60187 150.6816800   1.7163630    9.67e-16   -5.37e-17   -5.83e-17     0    -1.00      -99 	    1   414990   263210    24.06    23.48    22.11       8.15       9.90      11.11      10.07       0.14 	 -99.000    -99    -99     1.85  
XMMC_150.36428+1.81034 60188 150.3645200   1.8107150   -8.68e-16    6.24e-15   -1.15e-14     1     1.00      302 	    1   877246   541767    23.63    22.21    20.44      33.65      26.03      18.95      24.94       0.21 	   1.442      2      4     0.81  
XMMC_150.70160+1.68549 60191 150.7018800   1.6846810    1.12e-15   -3.29e-15   -7.16e-15     1    -1.00      -99 	    1   422943   267762    23.25    22.08    20.26      26.00      19.63      17.71      14.48       0.06 	 -99.000    -99    -99     0.56  
XMMC_150.47322+1.90727 60193 150.4738100   1.9075800   -3.68e-16    8.45e-15   -9.08e-15     1     1.00      -99 	    1   815008   503183    21.84    20.40    19.18      70.42      47.92      42.24      26.96       0.23 	   0.589      2      5     0.56  
XMMC_150.64192+1.52981 60194 150.6411600   1.5299720    1.51e-15   -1.08e-14   -6.70e-15     1    -1.00      -99 	    1    78522    58219    25.19    24.58   -99.00       0.20       0.28    -100.00    -100.00     -99.00 	 -99.000    -99    -99     0.08  
XMMC_150.71374+1.97240 60198 150.7139000   1.9722090    1.39e-15   -7.12e-15   -1.08e-14     1    -1.00      -99 	    1  1156482   715257    24.14    23.13    20.35      39.44      45.26      41.78      31.47       0.11 	 -99.000    -99    -99     1.48  
XMMC_150.46851+1.93564 60205 150.4676000   1.9357230   -7.05e-17    8.67e-15   -6.53e-15     1     1.00      401 	    1   808077   498661    23.36    21.86    19.99      65.16      75.63     105.34     204.27       2.08 	   0.969      2      3     0.97  
XMMC_150.42988+1.98833 60206 150.4305500   1.9881460   -1.42e-15    6.13e-15   -8.51e-15     1     0.27      485 	    1  1190608   736703    24.62    23.01    21.20      21.24      19.80      19.71      27.46       0.10 	 -99.000    -99    -99     0.94  
XMMC_150.23896+1.98418 60211 150.2394400   1.9837550   -8.90e-16    6.60e-15   -9.11e-15     1     1.00      368 	    1  1228700   762014    21.59    20.49    19.91      32.43      26.42      19.28      39.21       0.31 	   0.511      2      5     0.34  
XMMC_150.44889+1.61088 60214 150.4491882   1.6107030    1.15e-15   -9.53e-15   -1.18e-14     1    -1.00      -99 	    1    98989    69265    26.66    25.93    21.79       9.19      12.36      10.51       9.73     -99.00 	 -99.000    -99    -99     1.64  
XMMC_150.31500+1.49015 60221 150.3162689   1.4896809    2.33e-15   -1.17e-14   -1.89e-14     1    -1.00      -99 	    1   163681   106458    22.62    20.91    19.16      90.72      61.33      49.15      35.08       0.11 	 -99.000    -99    -99     0.76  
XMMC_150.68285+1.99812 60224 150.6825300   1.9979310    1.25e-15   -1.31e-15   -1.68e-15     1    -1.00      -99 	    1  1150479   711662    24.73    24.33   -99.00       0.24    -100.00       0.44       1.63     -99.00 	 -99.000    -99    -99     0.16  
XMMC_150.31309+1.54313 60226 150.3131500   1.5450300    2.02e-15   -1.95e-15   -3.52e-15     1    -1.00      -99 	    1   152509    99033    23.95    22.51    20.68      16.81      10.69      15.17       0.09     -99.00 	 -99.000    -99    -99     0.72  
XMMC_150.84960+2.20610 60229 150.8496704   2.2057662    3.24e-15   -1.93e-14   -2.28e-14     1    -1.00      -99 	    1  1460993   909882    23.11    22.61    21.23      15.03      16.50      11.50      29.22       0.06 	 -99.000    -99    -99     0.17  
XMMC_150.29221+2.08946 60235 150.2911600   2.0893000   -4.94e-16    6.67e-15   -1.24e-14     1     1.00      762 	    1  1205108   746203    23.83    23.06    20.79      23.47      26.59      25.90      30.31       0.25 	   1.778      1      6     1.57  
XMMC_150.39697+1.83444 60240 150.3972200   1.8348710   -5.04e-16    5.92e-15   -1.64e-14     1     1.00     2948 	    1   833169   513103    23.61    21.92    19.67      74.18      54.89      38.47      28.12       0.07 	 -99.000    -99    -99     0.83  
XMMC_150.67334+2.15472 60241 150.6738700   2.1547790   -1.00e-15    5.64e-15   -7.20e-15     1     1.00      -99 	    1  1511502   939492    24.05    23.11    22.62       2.62       2.01       3.12       5.30     -99.00 	 -99.000    -99    -99     0.68  
XMMC_150.39879+1.54650 60243 150.3972400   1.5465090    1.60e-15   -6.57e-15   -1.13e-14     1    -1.00      -99 	    1   113576    78076    24.17    23.56    22.11       4.74       4.33       6.58       4.90     -99.00 	 -99.000    -99    -99     0.99  
XMMC_150.71579+1.76981 60247 150.7160900   1.7694140    1.06e-15   -3.61e-15   -7.24e-15     1    -1.00      -99 	    1   402387   255354    22.23    21.90    20.92      13.62      20.04      31.93      66.47       0.26 	 -99.000    -99    -99     2.48  
XMMC_150.20192+1.72344 60248 150.2017800   1.7235340   -9.61e-16   -1.40e-14    9.96e-15     0     0.00     3270 	    1   535494   336983    24.34    22.90    20.24      39.17      40.34      39.51      36.77       0.12 	 -99.000    -99    -99     0.85  
XMMC_150.35359+1.78030 60252 150.3532800   1.7802920   -4.83e-16    4.96e-15   -4.47e-15     0     1.00      738 	    1   481188   303054    23.87    23.33    21.79      10.29      13.25      17.51      13.64       0.14 	 -99.000    -99    -99     0.60  
XMMC_149.48557+2.92468 60255 149.4858093   2.9250302   -5.43e-15    1.76e-14   -2.38e-14     1     1.00      -99 	    1  3181773  1975384    21.29    20.60    19.41     119.09     144.36     203.99     249.55     -99.00 	 .89    -99    -99     0.89  
XMMC_150.02320+2.70951 60256 150.0225300   2.7093490   -4.53e-16    7.44e-15   -1.68e-14     1     1.00      -99 	    1  2735075  1698601    19.47    18.34    17.56     135.39      90.23      63.98      35.87     -99.00 	 -99.000    -99    -99     0.00  
XMMC_149.57618+2.77807 60257 149.5770200   2.7774930    9.17e-16   -3.31e-15   -3.24e-15     0    -1.00      -99 	    1  2797963  1738032    24.76    23.61    21.53      10.89       9.22       8.07       5.12     -99.00 	 -99.000    -99    -99     0.79  
XMMC_149.55403+2.59886 60258 149.5534400   2.5994320    8.01e-16   -7.04e-15   -5.84e-15     0    -1.00      -99 	   10  2478757  1541685    22.17    20.71    19.31      57.33      35.42      30.58      15.56     -99.00 	 -99.000    -99    -99     0.64  
XMMC_149.72726+2.23538 60259 149.7270000   2.2344270   -4.92e-15    9.19e-15   -9.82e-15     1     0.06     1647 	    1  1732271  1078587    22.42    21.35    20.00      36.35      31.29      30.99      39.54       0.23 	 -99.000    -99    -99     0.47  
XMMC_150.00663+2.66920 60260 150.0065700   2.6695620   -1.12e-15    5.97e-15   -1.19e-14     1     0.32      617 	    1  2745167  1704714    24.68    24.30    22.39       9.79      17.00      33.00      63.76       0.26 	 -99.000    -99    -99     2.53  
XMMC_149.85524+2.76741 60261 149.8556000   2.7673520   -1.64e-15    1.05e-14    1.20e-14     1     1.00     1615 	    1  2760596  1715110    26.28    24.78    21.34      17.92      23.75      25.80      29.91       0.12 	 -99.000    -99    -99     1.81  
XMMC_149.74946+2.90997 60264 149.7501400   2.9100990    2.61e-15   -1.16e-14   -8.94e-15     1    -0.22      -99 	   10  3111053  1932154    23.90    23.40    22.76       4.66       5.62       0.47       0.61     -99.00 	 -99.000    -99    -99     0.03  
XMMC_149.55988+2.87430 60265 149.5593900   2.8738830    1.25e-15   -9.72e-15   -8.96e-15     1    -1.00      -99 	    1  3192328  1982276    23.09    22.26    20.35      43.64      53.24      57.81      88.50       0.42 	 -99.000    -99    -99     1.10  
XMMC_149.51740+2.61708 60267 149.5178000   2.6172150    9.26e-16   -4.33e-15   -4.94e-15     0    -1.00      -99 	    1  2474814  1538915    24.71    23.74    21.37      10.01       7.59       8.41       7.95     -99.00 	 -99.000    -99    -99     0.89  
XMMC_150.07801+2.75757 60269 150.0780200   2.7573800   -1.83e-15    6.56e-15   -6.27e-15     1     1.00      -99 	   10  2682578  1667284    23.40    22.01    20.52      27.10      22.62      16.31      20.96       0.07 	   0.760      2      7     0.77  
XMMC_149.65954+2.82705 60270 149.6599000   2.8263850    1.13e-15    4.60e-15   -5.65e-15     1    -0.11      -99 	    1  3167353  1966923    22.22    20.92    19.44      63.94      48.56      58.11      42.76       0.23 	 -99.000    -99    -99     0.72  
XMMC_149.78172+2.47042 60272 149.7820800   2.4713410   -1.13e-15    4.71e-15   -7.19e-15     0     0.20      705 	    1  2429082  1513806    24.62    23.82    21.54       8.57      11.29      15.37      29.19       0.09 	 -99.000    -99    -99     3.24  
XMMC_150.09855+2.81921 60273 150.0984344   2.8186309    1.26e-15   -6.79e-15   -2.84e-15     1    -1.00      -99 	   10  3056699  1899413    23.96    23.38    22.33       5.21       8.00       4.38       5.30     -99.00 	 -99.000    -99    -99     1.00  
XMMC_149.93231+2.35641 60274 149.9321800   2.3567640   -1.36e-15    5.36e-15   -8.15e-15     1     1.00      880 	    1  2024030  1260248    23.53    21.95    20.03      81.74     126.02     202.94     337.47       1.73 	   1.097      2      4     0.93  
XMMC_149.55448+2.37488 60277 149.5524600   2.3743990    1.60e-15   -1.06e-14   -5.81e-15     1    -1.00      -99 	   10  2139880  1330892    22.59    20.93    19.40      61.77      39.39      32.63      20.77     -99.00 	   0.765      2      5     0.75  
XMMC_150.00076+2.79450 60279 150.0010500   2.7942910   -8.78e-16    7.91e-15   -7.85e-15     1     1.00      -99 	    1  3098098  1925994    25.16    23.94    21.29      12.97      13.29      13.83      11.44       0.09 	 -99.000    -99    -99     1.28  
XMMC_149.90773+2.66401 60280 149.9081300   2.6638840   -1.49e-15    6.74e-15   -1.23e-14     1     0.32     1629 	    1  2745857  1705421    24.13    23.28    21.44      17.50      15.29      13.08      12.82       0.06 	 -99.000    -99    -99     1.29  
XMMC_149.66266+2.70342 60282 149.6632700   2.7028960    6.63e-16   -3.23e-15   -3.61e-15     0    -0.12      -99 	    1  2816760  1748940    23.65    22.12    20.44      27.97      21.18      14.06      18.41     -99.00 	 -99.000    -99    -99     0.77  
XMMC_150.10953+2.94645 60283 150.1088562   2.9467742    3.58e-15   -1.46e-14   -1.30e-14     1    -1.00      -99 	    1  3028409  1881734    23.38    22.32    20.50      61.40     102.25     148.02     217.95       0.72 	 -99.000    -99    -99     1.00  
XMMC_149.43564+2.70267 60286 149.4358700   2.7030530   -8.77e-18    1.20e-14   -1.65e-14     1     1.00      -99 	    1  2858170  1772707    23.74    22.78    20.70      35.13      41.37      46.25      37.65       0.22 	 -99.000    -99    -99     1.91  
XMMC_150.03249+2.72332 60287 150.0318700   2.7233530   -6.49e-16    6.67e-15   -7.71e-15     1     1.00      -99 	    1  2731396  1695893    18.52    17.73    17.35     159.91      97.31      64.91      34.10     -99.00 	 -99.000    -99    -99     0.00  
XMMC_150.10018+2.76036 60288 150.1000100   2.7610560    1.28e-15   -3.39e-15   -6.66e-16     1    -1.00      -99 	    1  2682466  1666762    24.22    23.79    22.19       3.86       4.28       0.63       0.52       0.07 	 -99.000    -99    -99     0.03  
XMMC_149.39345+2.21529 60292 149.3929749   2.2157843    5.96e-15   -3.82e-14   -5.67e-14     1    -1.00      -99 	    1  1804936  1123376    19.68    18.63    18.06     139.11     124.81      89.76     362.17       0.81 	 -99.000    -99    -99     0.20  
XMMC_149.43618+2.84217 60294 149.4354800   2.8422110    2.04e-15   -1.57e-14   -1.86e-14     1    -0.03      -99 	   10  3199222  1986522    24.59    23.19    21.21      12.13       8.86       6.23       3.97     -99.00 	 -99.000    -99    -99     0.86  
XMMC_149.76737+2.71841 60296 149.7676400   2.7191600   -1.44e-15    5.03e-15   -9.54e-15     1     1.00      -99 	    1  2771902  1721954    22.26    20.73    19.25      93.37      70.25      79.31      64.08       0.57 	 -99.000    -99    -99     0.61  
XMMC_149.91074+2.78953 60297 149.9108300   2.7897330    1.42e-15   -1.11e-14   -1.19e-14     1    -1.00      -99 	    1  2715561  1686870    22.54    21.07    19.58      77.40      82.35      81.54      71.17       0.33 	 -99.000    -99    -99     0.54  
XMMC_149.54613+2.43643 60302 149.5461400   2.4359320    1.51e-15   -8.83e-15   -2.91e-15     1    -1.00      -99 	   10  2125313  1322310    25.63    24.48    23.16       3.08       3.23       3.29    -100.00     -99.00 	 -99.000    -99    -99     0.83  
XMMC_149.97553+2.46166 60305 149.9756600   2.4614810   -1.02e-15    6.43e-15   -6.58e-15     1     1.00     2180 	    1  2355318  1466883    20.11    18.86    18.39     115.20     115.25     104.37     189.85       0.86 	   0.346      2      5     0.35  
XMMC_150.02457+2.23313 60307 150.0244141   2.2330010    1.03e-15   -3.14e-15   -4.01e-15     1    -1.00     1150 	    1  1653374  1028231    26.45    25.46    21.82       9.26      11.26       9.47       9.10     -99.00 	 -99.000    -99    -99     1.71  
XMMC_149.90728+2.26184 60309 149.9059300   2.2623170   -6.22e-16    5.64e-15   -9.35e-15     1     0.20      -99 	    0  1644980  1023674    24.41    23.55    22.39       9.02       7.78       4.09       7.28     -99.00 	 -99.000    -99    -99     1.04  
XMMC_149.70551+2.46005 60310 149.7056100   2.4603280    7.79e-16   -3.33e-15   -5.79e-15     0    -1.00    10599 	    1  2431248  1515384    22.65    21.31    20.17      41.35      31.53      23.22      18.58       0.24 	 -99.000    -99    -99     0.95  
XMMC_149.41926+2.88311 60311 149.4196000   2.8829910    2.99e-15   -4.41e-15   -9.11e-15     1    -1.00      -99 	    1  3190185  1980473    22.35    21.92    20.87      13.85      15.16      21.01      27.29     -99.00 	 -99.000    -99    -99     3.33  
XMMC_149.46408+2.77615 60312 149.4645600   2.7754930    1.59e-15   -1.48e-14   -1.58e-14     1    -1.00      -99 	   10  2840120  1762938    25.78    24.33    21.40      16.16      15.28      11.73      12.96     -99.00 	 -99.000    -99    -99     1.12  
XMMC_149.52887+2.55417 60314 149.5290700   2.5540340   -4.35e-16    7.62e-15   -1.39e-14     1     1.00      -99 	    1  2488788  1547868    24.34    23.37    21.22      17.70      17.27      18.29      23.27       0.13 	 -99.000    -99    -99     1.08  
XMMC_149.40149+2.86304 60315 149.4004059   2.8620620    3.37e-15   -2.51e-14   -2.55e-14     1    -1.00      -99 	    1  3194566  1983146    22.67    22.21    21.26      15.09      18.04      26.59      25.21     -99.00 	 -99.000    -99    -99     2.09  
XMMC_149.56638+2.47258 60316 149.5657300   2.4720550    1.56e-15   -9.45e-15   -6.34e-15     1    -1.00      -99 	   10  2470216  1536281    24.57    23.67    21.29      18.73      23.95      21.82      16.52       0.13 	 -99.000    -99    -99     1.55  
XMMC_150.09429+2.80865 60317 150.0949900   2.8084650    1.34e-15   -8.58e-15   -3.45e-15     1    -1.00      -99 	   10  3059043  1900923    22.73    22.20    20.99      20.46      23.82      21.88      33.82       0.32 	   1.326      1      4     0.32  
XMMC_149.45229+2.74688 60318 149.4523000   2.7463650    1.46e-15   -5.10e-15   -7.53e-15     1    -1.00      -99 	    1  2847439  1767013    25.16    24.29    21.65      10.21      11.17      11.48       9.42     -99.00 	 -99.000    -99    -99     1.22  
XMMC_149.50790+2.83928 60320 149.5086000   2.8403130   -7.29e-16    1.08e-14   -1.38e-14     1     1.00      -99 	    1  3199560  1986552    23.69    22.25    20.69      22.62      16.39      16.28      29.56       0.29 	 -99.000    -99    -99     0.85  
XMMC_149.50902+2.77822 60322 149.5095215   2.7778099   -1.21e-15    6.14e-15   -1.48e-14     1     1.00      -99 	    1  2839255  1762594    25.68    25.11    22.10      13.41      18.11      19.10      21.00       0.27 	 -99.000    -99    -99     1.94  
XMMC_150.00386+2.74669 60325 150.0034300   2.7458120    1.08e-15   -7.61e-15   -1.12e-14     1    -1.00      -99 	   10  2726374  1693300    24.06    23.03    20.70      29.50      28.01      26.65      32.46       0.12 	 -99.000    -99    -99     0.88  
XMMC_149.76247+2.69538 60331 149.7630400   2.6952730   -4.37e-16    4.56e-15   -7.84e-15     0     1.00      -99 	    1  2777807  1725493    23.67    23.12    21.65       9.80       9.94       6.76      13.73       0.10 	 -99.000    -99    -99     1.25  
XMMC_149.39902+2.46584 60333 149.3985138   2.4660692    4.16e-15   -1.87e-14   -1.18e-14     1    -1.00      -99 	    1  2509611  1558832    25.04    23.68    20.88      30.17      39.40      50.65      52.75       0.27 	 -99.000    -99    -99     1.20  
XMMC_149.57289+2.71034 60335 149.5731200   2.7106180   -3.76e-16    5.07e-15   -4.19e-15     1     1.00      -99 	    1  2814611  1747320    23.51    21.78    20.41      54.75      43.54      42.20      42.16       0.41 	 -99.000    -99    -99     0.84  
XMMC_149.45216+2.62033 60336 149.4525900   2.6211310   -1.88e-15   -2.24e-14    2.44e-14     1     1.00      -99 	    1  2510803  1538578    23.21    22.01    20.84      20.30      15.02      14.14      10.28       0.19 	 -99.000    -99    -99     0.81  
XMMC_149.50231+2.60594 60337 149.5022700   2.6067990   -1.04e-17    6.64e-15   -6.86e-15     1     1.00      -99 	    1  2477424  1540762    25.34    23.82    21.30      12.85      10.17       9.78       8.40       0.06 	 -99.000    -99    -99     0.97  
XMMC_149.41606+2.69348 60339 149.4166100   2.6936800    1.77e-15   -1.13e-14   -1.23e-14     1    -1.00      -99 	    1  2860364  1774114    23.00    21.92    20.07      40.61      32.76      34.54      22.26       0.20 	 -99.000    -99    -99     0.86  
XMMC_149.88759+2.77385 60341 149.8882446   2.7739382   -1.05e-15    6.60e-15   -7.76e-15     1     1.00      -99 	    1  2759062  1713871    25.82    25.44    22.52       7.96      12.21      16.61      22.54       0.21 	 -99.000    -99    -99     1.53  
XMMC_149.80887+2.57634 60342 149.8099600   2.5761800   -3.35e-16    5.94e-15   -1.05e-14     1     1.00      576 	   10  2404795  1498185    23.65    22.61    20.87      26.68      27.54      44.28      78.26       1.29 	 -99.000    -99    -99   -99.00  
XMMC_149.99178+2.44999 60345 149.9913300   2.4496690   -4.25e-16    3.70e-15   -9.38e-15     0     1.00      -99 	   10  2002735  1247096    25.71    24.11    21.02      19.17      16.59      12.19      18.15     -99.00 	 -99.000    -99    -99     1.00  
XMMC_149.77315+2.88713 60347 149.7734375   2.8874750    4.16e-15   -1.34e-14   -1.13e-14     1    -1.00      -99 	   10  3115894  1935544    26.55    26.47    22.25       9.43      12.16      15.51      14.40       0.07 	 -99.000    -99    -99     2.34  
XMMC_149.76869+2.89845 60348 149.7683600   2.8995830    1.10e-15   -7.53e-15   -1.25e-14     1    -1.00      -99 	   10  3113367  1933678    22.97    21.80    20.50      29.23      24.68      21.69      22.16       0.17 	 -99.000    -99    -99     0.84  
XMMC_149.37212+2.45602 60351 149.3718567   2.4558611    5.99e-15   -1.24e-14   -1.70e-14     1    -1.00      -99 	    1  2158354  1343754    22.27    21.15    19.82      43.22      33.78      39.61      26.81       0.26 	 -99.000    -99    -99     0.74  
XMMC_149.96079+2.61792 60353 149.9609300   2.6184110   -8.77e-16    5.82e-15   -9.78e-15     1     1.00      -99 	    1  2356803  1467840    24.43    23.52    21.39      20.27      28.11      42.24      70.12       0.34 	   1.317      2      7     1.28  
XMMC_149.92111+2.25017 60354 149.9210800   2.2504020   -9.29e-16    4.57e-15   -9.33e-15     0     1.00     1295 	    1  1649497  1025574    22.53    21.26    19.58      64.30      49.17      40.04      37.90       0.48 	   0.880      2      3     0.87  
XMMC_149.68071+2.26820 60355 149.6806800   2.2683000   -1.09e-15    6.99e-15   -1.77e-14     1     1.00       12 	    1  1723964  1072699    23.81    22.35    20.65      27.71      30.88      37.77      66.66       0.25 	 -99.000    -99    -99     0.83  
XMMC_149.74250+2.54092 60361 149.7427600   2.5403080   -5.23e-16    5.13e-15   -1.08e-14     1     1.00      -99 	    1  2413379  1503499    23.18    22.41    20.64      35.91      43.28      45.03      43.99       0.56 	 -99.000    -99    -99     1.70  
XMMC_150.05009+2.23981 60364 150.0495900   2.2402470   -1.29e-15    4.82e-15   -9.35e-15     0     1.00     1517 	    1  1651349  1026383    22.54    20.98    20.27      22.35      15.97      14.98      16.29       0.08 	   0.602      2      5     0.56  
XMMC_149.64826+2.71744 60367 149.6480200   2.7167490    7.61e-16   -5.32e-15   -2.28e-15     0    -1.00      -99 	   10  2813136  1746998    24.80    23.82    21.41      13.79      16.98      24.03      27.09       0.27 	 -99.000    -99    -99     1.72  
XMMC_149.97443+2.81112 60368 149.9738900   2.8103550    1.03e-15   -3.34e-15   -5.28e-15     1    -1.00      -99 	    1  3094378  1923626    23.22    22.61    21.03      21.59      26.52      25.14      27.67       0.17 	 -99.000    -99    -99     1.55  
XMMC_150.08784+2.68199 60372 150.0876500   2.6816980    1.10e-15   -5.05e-15   -3.04e-15     1    -1.00      -99 	    1  2700739  1678449    19.82    17.81    16.45     447.34     310.20     212.83     121.04     -99.00 	 -99.000    -99    -99     0.00  
XMMC_149.39103+2.34270 60373 149.3917847   2.3423641    5.51e-15   -3.10e-14   -3.45e-14     1    -1.00      -99 	    1  2162754  1347341    23.71    22.72    20.43      33.54      32.03      37.71      40.08       0.17 	 -99.000    -99    -99     1.08  
XMMC_149.43411+2.42147 60374 149.4333500   2.4208760   -2.44e-15   -2.17e-14    2.49e-14     1     0.00      -99 	    1  2128564  1324292    21.42    20.77    20.55      12.42      12.88       8.86      26.93     -99.00 	 -99.000    -99    -99     0.31  
XMMC_149.35255+2.61734 60380 149.3523712   2.6179831    2.67e-15   -3.91e-15   -5.54e-15     1    -1.00      -99 	    1  2511237  1559871    21.70    20.41   -99.00      72.14      51.55      48.37      31.08     -99.00 	 -99.000    -99    -99     0.69  
XMMC_150.02620+2.73754 60382 150.0263700   2.7384030    8.80e-16   -4.97e-15   -7.33e-15     0    -1.00      -99 	    1  2727985  1692835    22.28    20.83    19.56      69.49      47.66      43.64      26.85       0.34 	   0.852      2      5     0.87  
XMMC_149.96272+2.31983 60383 149.9625000   2.3204610    6.52e-16   -2.76e-15   -2.01e-15     0    -1.00     1204 	    1  2032797  1266944    23.96    23.35    21.55      11.01       9.56       9.92      10.73     -99.00 	   0.933      2      7     1.36  
XMMC_149.71532+2.71202 60388 149.7161500   2.7109510   -2.36e-16    4.03e-15   -1.37e-15     0     1.00      -99 	    1  2814718  1747867    23.70    22.80    20.73      10.80       7.58       8.63       7.47       0.25 	 -99.000    -99    -99     0.86  
XMMC_149.89266+2.60141 60389 149.8929500   2.6017780    9.34e-16   -7.99e-15   -5.97e-15     0    -1.00      712 	    1  2398418  1494410    24.46    24.11    21.72      10.26      13.75      19.47      38.76       0.35 	 -99.000    -99    -99     1.02  
XMMC_149.46761+2.53134 60391 149.4662400   2.5306040    9.73e-16   -3.13e-15   -3.38e-15     0    -1.00      -99 	    0  2494494  1551062    25.68    24.53    23.05       2.62       2.37    -100.00       4.25     -99.00 	 -99.000    -99    -99     1.26  
XMMC_150.06681+2.57041 60392 150.0666199   2.5702741    8.34e-16   -4.23e-15   -4.82e-15     0    -1.00      662 	    1  2330071  1450641    26.43    26.64    22.72       6.77       7.91       9.24       8.88     -99.00 	 -99.000    -99    -99     1.76  
XMMC_149.66241+2.55200 60393 149.6639500   2.5514530   -3.91e-16    3.83e-15   -3.62e-15     0     1.00      -99 	    1  2448788  1525762    21.55    20.32    18.69      90.20      88.45      71.08     186.76       0.53 	 -99.000    -99    -99     0.31  
XMMC_149.71087+2.77352 60395 149.7108400   2.7724920    7.27e-16   -1.72e-15   -4.54e-15     0    -1.00      -99 	    1  2798560  1738280    18.65    17.70    18.16     124.14      89.13      88.54     342.89       1.03 	   0.079      2      3     0.04  
XMMC_149.64462+2.56036 60403 149.6443400   2.5605780   -1.85e-16    5.40e-15   -8.61e-15     1     1.00      -99 	    1  2446819  1524508    22.49    21.37    19.57      77.60      70.50      63.12      76.12       0.54 	   1.000      2      5     0.96  
XMMC_150.05748+2.72968 60406 150.0574700   2.7289560    1.08e-15   -5.23e-15   -6.81e-15     1    -1.00      -99 	   10  2731452  1695412    19.77    18.57    18.31      87.36      64.08      37.26      21.18     -99.00 	   0.166      3      3     0.16  
XMMC_149.67483+1.71531 60410 149.6751400   1.7160480    1.20e-15    7.80e-15   -1.59e-14     1     0.14      -99 	   10   659330   410840    22.34    21.59    20.97       9.22       8.65      10.20       8.01     -99.00 	 -99.000    -99    -99     0.36  
XMMC_149.92752+1.54434 60413 149.9280500   1.5446250    4.11e-15   -4.19e-14   -2.70e-14     1    -1.00      -99 	    1   226005   144702    22.41    21.47    19.75      58.78      81.61     131.84     243.00       0.78 	 -99.000    -99    -99     0.63  
XMMC_149.49552+1.72243 60414 149.4956500   1.7226230    1.39e-15   -4.24e-15   -4.25e-15     1    -1.00      -99 	    1   699258   433787    22.60    21.97    20.57      37.88      44.97      39.85      50.57       0.38 	 -99.000    -99    -99     1.75  
XMMC_149.60511+2.05263 60415 149.6051000   2.0523040    1.56e-15   -1.38e-14   -1.06e-14     1    -1.00      183 	    1  1371939   851940    22.96    22.74    22.16       7.32       7.63       5.95      14.89     -99.00 	 -99.000    -99    -99     2.78  
XMMC_149.77858+1.71975 60416 149.7787500   1.7203620    1.40e-15   -1.01e-14   -9.90e-15     1    -1.00      -99 	   10   617335   386048    21.70    20.67    19.48      46.38      30.79      28.87      14.36     -99.00 	 -99.000    -99    -99     0.60  
XMMC_149.55477+1.61517 60417 149.5558700   1.6151290    1.70e-15   -4.46e-15   -4.88e-15     1    -1.00      -99 	   10   319625   202514    22.14    21.58    20.95       5.47       3.33    -100.00    -100.00     -99.00 	 -99.000    -99    -99     0.00  
XMMC_149.98039+1.92457 60421 149.9801000   1.9248980    1.01e-15   -7.88e-15   -8.33e-15     1    -1.00      230 	    1   928399   574792    25.23    24.63    22.93       2.51       3.37       6.60       4.87     -99.00 	 -99.000    -99    -99     1.60  
XMMC_149.42553+2.19708 60422 149.4251556   2.1976440    4.16e-15    2.74e-14   -6.20e-14     1     0.16      -99 	   10  1782392  1108303    24.92    23.54   -99.00       5.20       5.65      11.24      16.63       0.08 	 -99.000    -99    -99     1.89  
XMMC_149.42455+1.73033 60423 149.4243400   1.7302170    1.66e-15   -1.49e-14   -1.78e-14     1    -0.05      -99 	    1   696558   432426    23.63    21.79    20.66      41.47      48.10      39.19      35.12       0.18 	 -99.000    -99    -99     1.56  
XMMC_149.71797+1.61924 60425 149.7170000   1.6202600    1.72e-15   -1.10e-14   -1.46e-14     1    -0.01      -99 	    1   278782   178518    18.42    16.15    17.12     376.15     267.42     206.04     505.59       1.48 	   0.100      3      1     0.12  
XMMC_149.94108+1.80620 60426 149.9409000   1.8062430   -1.49e-15    7.86e-15   -1.10e-14     1     1.00      242 	    1   955790   591647    23.52    21.94    20.48      29.49      24.44      24.27      20.63       0.15 	   0.833      2      5     0.78  
XMMC_150.04333+1.77866 60427 150.0431000   1.7791313   -8.60e-16    6.48e-15   -1.07e-14     1     0.09      263 	    1      -99      -99   -99.00   -25.50    22.29     -99.00     -99.00     -99.00     -99.00       0.23 	 -99.000    -99    -99   -99.00  
XMMC_149.91698+1.89971 60429 149.9170900   1.8999210    1.04e-15   -5.47e-15   -4.98e-15     1     0.02     1021 	    1   934085   578416    23.96    23.49    21.36       8.10      10.12      13.73      28.13       0.42 	   2.162      2      6     1.75  
XMMC_150.07824+2.12216 60430 150.0786600   2.1230330   -1.16e-15    4.99e-15   -7.98e-15     0     0.15      -99 	    1  1234769   791117    19.21    17.57    18.17     171.32     125.37     127.56     816.58       1.59 	   0.123      3      5     0.13  
